,name,state_name,early_career_pay,make_world_better_percent,stem_percent,year,total_price,net_cost,tuition_higher_than_national_average,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,Total Minority,total_enrollment
226,Kentucky Christian University,Kentucky,39600.0,68.0,3.0,2017,35716.0,19038.673952,0,0,0,8270.0,19820.0,28090.0,19820.0,28090.0,77.0,658.0
227,Kentucky State University,Kentucky,40700.0,57.0,13.0,2017,20395.5,7160.199549800001,0,1,0,6690.0,8090.0,14780.0,19390.0,26080.0,1097.0,1895.0
228,Kentucky Wesleyan College,Kentucky,42100.0,65.0,14.0,2017,39528.0,21516.448114,0,0,0,9764.0,26440.0,36204.0,26440.0,36204.0,118.0,709.0
229,Kenyon College,Ohio,55000.0,50.0,17.0,2017,69180.0,21300.425498,0,0,0,12510.0,55930.0,68440.0,55930.0,68440.0,313.0,1662.0
230,Kettering College,Ohio,54300.0,53.8780487804878,0.0,2017,30293.0,20553.980919999998,0,0,0,4100.0,16200.0,20300.0,16200.0,20300.0,113.0,760.0
231,Kettering University,Michigan,69900.0,44.0,74.0,2017,59227.0,36785.643708,1,0,0,8240.0,43490.0,51730.0,43490.0,51730.0,277.0,2079.0
232,Knox College,Illinois,50600.0,45.0,24.0,2017,56554.0,23553.602452,0,0,0,9870.0,46554.0,56424.0,46554.0,56424.0,421.0,1399.0
233,La Salle University,Pennsylvania,55800.0,40.0,5.0,2017,42238.0,20337.752972,0,0,0,15080.0,30560.0,45640.0,30560.0,45640.0,2198.0,6242.0
234,Lafayette College,Pennsylvania,66500.0,37.0,47.0,2017,68640.0,23180.082594800002,0,0,0,15640.0,52880.0,68520.0,52880.0,68520.0,422.0,2503.0
235,Lake Forest College,Illinois,55400.0,46.0,21.0,2017,58675.0,22913.513948,0,0,0,10390.0,47064.0,57454.0,47064.0,57454.0,493.0,1626.0
236,Lake Superior State University,Michigan,45900.0,48.0,14.0,2017,22424.0,12649.219921599999,0,1,0,9882.0,12090.0,21972.0,12090.0,21972.0,359.0,2407.0
237,Lamar University,Texas,53300.0,57.0,16.0,2017,21648.0,14859.157387999998,0,1,0,8920.0,10192.0,19112.0,22642.0,31562.0,6403.0,14895.0
238,Lander University,South-Carolina,42600.0,54.0,9.0,2017,24500.0,15682.170078000001,0,1,0,9100.0,11700.0,20800.0,21300.0,30400.0,997.0,2787.0
239,Langston University,Oklahoma,46500.0,66.0,8.0,2017,20482.5,15219.928883999999,0,1,0,9476.0,5950.0,15426.0,13300.0,22776.0,2037.0,2482.0
240,Lawrence Technological University,Michigan,57900.0,49.0,60.0,2017,47482.0,26811.936884000002,1,0,0,9950.0,33570.0,43520.0,33570.0,43520.0,1273.0,4015.0
241,Lawrence University,Wisconsin,51500.0,58.0,25.0,2017,58230.0,23433.815658,0,0,0,10341.0,47475.0,57816.0,47475.0,57816.0,278.0,1511.0
242,LeTourneau University,Texas,56600.0,53.0,21.0,2017,43936.5,21305.423262,0,0,0,9970.0,30210.0,40180.0,30210.0,40180.0,644.0,2667.0
243,Lehigh University,Pennsylvania,69500.0,45.0,52.0,2017,65925.0,25304.121046,0,0,0,13600.0,52930.0,66530.0,52930.0,66530.0,1340.0,7119.0
244,Lenoir-Rhyne University,North-Carolina,46400.0,54.0,7.0,2017,51510.0,19956.523268,0,0,0,12510.0,36400.0,48910.0,36400.0,48910.0,421.0,2050.0
245,Lewis & Clark College,Oregon,50000.0,51.0,12.0,2017,62086.0,28155.016274,1,0,0,12490.0,50934.0,63424.0,50934.0,63424.0,680.0,3504.0
246,Lewis University,Illinois,49700.0,53.0,14.0,2017,43847.0,19524.774604,0,0,0,10578.0,32450.0,43028.0,32450.0,43028.0,2028.0,6689.0
247,Lewis-Clark State College,Idaho,44900.0,60.0,5.0,2017,17315.0,11070.3477256,0,1,0,7580.0,6618.0,14198.0,19236.0,26816.0,501.0,4304.0
248,Limestone College,South-Carolina,42100.0,57.0,10.0,2017,39626.0,25732.58278,0,0,0,9765.0,26000.0,35765.0,26000.0,35765.0,1647.0,3214.0
249,Lindenwood University,Missouri,45100.0,48.0,9.0,2017,31010.0,17315.223306,0,0,0,9000.0,17600.0,26600.0,17600.0,26600.0,2825.0,12151.0
250,Lindsey Wilson College,Kentucky,35300.0,52.0,2.0,2017,39148.5,16667.95533,0,0,0,9385.0,24850.0,34235.0,24850.0,34235.0,342.0,2641.0
251,Lipscomb University,Tennessee,49000.0,59.0,12.0,2017,46698.0,24384.292840000002,0,0,0,12652.0,32144.0,44796.0,32144.0,44796.0,789.0,4489.0
252,Longwood University,Virginia,47300.0,54.0,9.0,2017,27158.0,19100.796867999998,0,1,0,11746.0,13340.0,25086.0,29300.0,41046.0,902.0,5096.0
253,Loras College,Iowa,48000.0,56.0,14.0,2017,43837.0,17621.778174,0,0,0,8275.0,34184.0,42459.0,34184.0,42459.0,166.0,1569.0
254,Louisiana College,Louisiana,44800.0,58.0,4.0,2017,28017.0,16343.031798,0,0,0,5618.0,17000.0,22618.0,17000.0,22618.0,355.0,1256.0
255,Louisiana Tech University,Louisiana,53100.0,57.0,24.0,2017,21442.5,11777.3800796,0,1,0,6495.0,9645.0,16140.0,18558.0,25053.0,1944.0,11225.0
256,Loyola Marymount University,California,58500.0,39.0,9.0,2017,65253.5,36735.614724,1,0,0,14490.0,48522.0,63012.0,48522.0,63012.0,4471.0,9515.0
257,Loyola University Chicago,Illinois,53400.0,45.0,15.0,2017,58668.0,32281.676954000002,1,0,0,14480.0,44048.0,58528.0,44048.0,58528.0,4931.0,15902.0
258,Loyola University Maryland,Maryland,59900.0,40.0,8.0,2017,61460.0,30140.651422000003,1,0,0,14430.0,49085.0,63515.0,49085.0,63515.0,1277.0,5967.0
259,Loyola University New Orleans,Louisiana,47900.0,47.0,4.0,2017,55402.0,22223.523087999998,0,0,0,13380.0,39692.0,53072.0,39692.0,53072.0,1507.0,4330.0
260,Luther College,Iowa,48200.0,49.0,21.0,2017,54045.0,23497.62951,0,0,0,9460.0,42290.0,51750.0,42290.0,51750.0,210.0,2385.0
261,Lyndon State College,Vermont,41500.0,49.0,8.0,2017,24720.0,15172.394338000002,0,1,0,10598.0,12074.0,22672.0,25394.0,35992.0,150.0,1430.0
262,Lyon College,Arkansas,41200.0,53.0,33.0,2017,39120.0,19533.249512000002,0,0,0,9130.0,28790.0,37920.0,28790.0,37920.0,112.0,712.0
263,MCPHS University,Massachusetts,65900.0,71.0,2.0,2017,53362.0,39164.185698,1,0,0,16400.0,32705.0,49105.0,32705.0,49105.0,2022.0,6935.0
264,Macalester College,Minnesota,53600.0,51.0,31.0,2017,66280.0,22995.816332,0,0,0,12156.0,54344.0,66500.0,54344.0,66500.0,431.0,2073.0
265,Maharishi University of Management,Iowa,46800.0,53.8780487804878,65.0,2017,39730.0,12244.4,0,0,0,7400.0,16530.0,23930.0,16530.0,23930.0,187.0,1454.0
266,Maine College of Art,Maine,36300.0,37.0,0.0,2017,47235.0,30673.767606,1,0,0,11890.0,35000.0,46890.0,35000.0,46890.0,66.0,459.0
267,Maine Maritime Academy,Maine,67000.0,65.0,48.0,2017,27288.0,22649.605804,0,1,0,10310.0,13478.0,23788.0,27098.0,37408.0,26.0,1060.0
268,Manchester University,Indiana,46900.0,56.0,10.0,2017,43355.5,20208.350352,0,0,0,9580.0,32758.0,42338.0,32758.0,42338.0,259.0,1488.0
269,Manhattan Christian College,Kansas,39400.0,53.8780487804878,0.0,2017,29707.0,21569.483472,0,0,0,9092.0,15850.0,24942.0,15850.0,24942.0,26.0,311.0
270,Manhattan College,New-York,64000.0,46.0,40.0,2017,60212.0,29115.947326,1,0,0,16200.0,43480.0,59680.0,43480.0,59680.0,1069.0,3970.0
271,Marietta College,Ohio,51200.0,57.0,45.0,2017,46587.0,23290.536031999996,0,0,0,11320.0,36040.0,47360.0,36040.0,47360.0,161.0,1500.0
272,Marquette University,Wisconsin,57800.0,52.0,25.0,2017,56362.5,26634.796363999998,1,0,0,12720.0,41870.0,54590.0,41870.0,54590.0,2309.0,11745.0
273,Marshall University,West-Virginia,45000.0,50.0,12.0,2017,21260.0,10723.4842216,0,1,0,10450.0,8128.0,18578.0,18614.0,29064.0,1451.0,13381.0
274,Maryland Institute College of Art,Maryland,49000.0,40.0,0.0,2017,61655.0,38559.922202,1,0,0,13280.0,48630.0,61910.0,48630.0,61910.0,658.0,2262.0
275,Marymount University,Virginia,52300.0,44.0,15.0,2017,48974.5,25421.633718,0,0,0,13190.0,31466.0,44656.0,31466.0,44656.0,1368.0,3441.0
276,Maryville College,Tennessee,42800.0,68.0,16.0,2017,49266.0,18381.047518,0,0,0,11424.0,34880.0,46304.0,34880.0,46304.0,226.0,1213.0
277,Maryville University of Saint Louis,Missouri,46800.0,53.0,2.0,2017,48703.0,23092.332532,0,0,0,10088.0,28470.0,38558.0,28470.0,38558.0,1154.0,5931.0
278,Massachusetts Institute of Technology,Massachusetts,86300.0,52.0,69.0,2017,67430.0,16440.735270600002,0,0,0,15510.0,51832.0,67342.0,51832.0,67342.0,3697.0,11319.0
279,Massachusetts Maritime Academy,Massachusetts,67900.0,53.0,47.0,2017,25659.0,13320.9794254,0,1,0,12675.0,9724.0,22399.0,26102.0,38777.0,142.0,1497.0
280,Mayville State University,North-Dakota,43700.0,44.0,10.0,2017,17626.0,10980.284866,0,1,0,7840.0,6666.0,14506.0,9399.0,17239.0,179.0,1081.0
281,McDaniel College,Maryland,51100.0,54.0,6.0,2017,53800.0,19256.896032,0,0,0,11430.0,43260.0,54690.0,43260.0,54690.0,576.0,3206.0
282,McNeese State University,Louisiana,50200.0,57.0,13.0,2017,21899.0,12236.5301926,0,1,0,8704.0,7859.0,16563.0,18934.0,27638.0,1984.0,8237.0
283,McPherson College,Kansas,44500.0,59.0,9.0,2017,41920.0,22423.296118,0,0,0,8788.0,28951.0,37739.0,28951.0,37739.0,184.0,659.0
284,Menlo College,California,61900.0,59.0,0.0,2017,59062.0,27906.23789,1,0,0,14225.0,42800.0,57025.0,42800.0,57025.0,359.0,794.0
285,Mercer University,Georgia,48500.0,62.0,14.0,2017,51745.5,20605.135498,0,0,0,11616.0,36894.0,48510.0,36894.0,48510.0,3647.0,8552.0
286,Merrimack College,Massachusetts,56000.0,50.0,13.0,2017,57865.0,31130.579326,1,0,0,15845.0,41760.0,57605.0,41760.0,57605.0,371.0,3337.0
287,Methodist University,North-Carolina,45800.0,58.0,9.0,2017,53346.5,32289.64115,1,0,0,12890.0,33846.0,46736.0,33846.0,46736.0,785.0,2461.0
288,Metropolitan State University,Minnesota,50200.0,53.0,11.0,2017,27545.0,17287.04594,0,1,0,10984.052459016393,7879.0,7879.0,14980.0,14980.0,3314.0,8355.0
289,Michigan State University,Michigan,55300.0,46.0,20.0,2017,28478.0,18751.8603434,0,1,0,10322.0,14460.0,24782.0,39765.0,50087.0,8678.0,50081.0
290,Michigan Technological University,Michigan,65000.0,47.0,81.0,2017,29100.0,14178.828106,0,1,0,10756.0,15646.0,26402.0,33726.0,44482.0,491.0,7099.0
291,Mid-America Christian University,Oklahoma,40700.0,71.0,0.0,2017,28678.0,18420.167183999998,0,0,0,8036.0,18334.0,26370.0,18334.0,26370.0,1152.0,2688.0
292,MidAmerica Nazarene University,Kansas,46200.0,60.0,1.0,2017,43602.5,20965.687073999998,0,0,0,8708.0,30736.0,39444.0,30736.0,39444.0,382.0,1870.0
293,Middle Tennessee State University,Tennessee,46500.0,52.0,9.0,2017,22722.0,13985.867357399999,0,1,0,9436.0,9206.0,18642.0,28364.0,37800.0,6653.0,22729.0
294,Middlebury College,Vermont,60400.0,54.0,19.0,2017,69464.0,17552.823518800004,0,0,0,15530.0,54450.0,69980.0,54450.0,69980.0,588.0,2533.0
295,Midland University,Nebraska,43800.0,60.0,7.0,2017,43025.0,23603.385204,0,0,0,8776.0,32558.0,41334.0,32558.0,41334.0,219.0,1362.0
296,Miles College,Alabama,34800.0,64.0,19.0,2017,24955.5,17887.969576,0,0,0,7042.0,11604.0,18646.0,11604.0,18646.0,1748.0,1782.0
297,Milligan College,Tennessee,41200.0,63.0,5.0,2017,43352.0,20742.221908,0,0,0,7100.0,33700.0,40800.0,33700.0,40800.0,137.0,1164.0
298,Millsaps College,Mississippi,49300.0,56.0,24.0,2017,55322.0,22482.451858,0,0,0,13730.0,39910.0,53640.0,39910.0,53640.0,154.0,842.0
299,Milwaukee School of Engineering,Wisconsin,65700.0,50.0,69.0,2017,53105.5,20583.618458,0,0,0,10389.0,40749.0,51138.0,40749.0,51138.0,343.0,2810.0
300,Minneapolis College of Art and Design,Minnesota,47400.0,39.0,0.0,2017,49688.0,26600.70059,1,0,0,5610.0,39210.0,44820.0,39210.0,44820.0,143.0,783.0
301,Minot State University,North-Dakota,44500.0,55.0,7.0,2017,18284.0,10593.3975542,0,1,0,6610.0,7064.0,13674.0,7064.0,13674.0,545.0,3410.0
302,Mississippi College,Mississippi,45200.0,57.0,20.0,2017,32748.0,17365.087396,0,0,0,10300.0,18026.0,28326.0,18026.0,28326.0,1489.0,4984.0
303,Mississippi State University,Mississippi,51100.0,57.0,27.0,2017,24370.0,17707.571451999996,0,1,0,10090.0,8760.0,18850.0,23360.0,33450.0,4985.0,20138.0
304,Mississippi University for Women,Mississippi,39500.0,63.0,2.0,2017,19380.0,12708.235949999998,0,1,0,7424.0,7040.0,14464.0,7040.0,14464.0,1068.0,2696.0
305,Mississippi Valley State University,Mississippi,32500.0,70.0,11.0,2017,19986.0,11369.767332,0,1,0,8043.0,6570.0,14613.0,6570.0,14613.0,2072.0,2222.0
306,Missouri University of Science and Technology,Missouri,67300.0,50.0,80.0,2017,22012.0,13955.478196,0,1,0,10274.0,10169.0,20443.0,28499.0,38773.0,983.0,8640.0
307,Missouri Western State University,Missouri,43400.0,53.0,14.0,2017,19965.0,11806.9497314,0,1,0,10984.052459016393,6466.0,6466.0,14137.0,14137.0,938.0,5834.0
308,Monmouth University,New-Jersey,52200.0,44.0,13.0,2017,52617.0,29036.121892000003,1,0,0,13981.0,38138.0,52119.0,38138.0,52119.0,1293.0,6395.0
309,Montana Tech of the University of Montana,Montana,61200.0,64.0,61.0,2017,20924.0,13587.940756,0,1,0,9656.0,7411.0,17067.0,22574.0,32230.0,113.0,2085.0
310,Montclair State University,New-Jersey,50800.0,42.0,9.0,2017,30954.0,20085.98774,0,1,0,15564.0,12790.0,28354.0,20578.0,36142.0,8096.0,20022.0
311,Morehead State University,Kentucky,41300.0,56.0,9.0,2017,22319.5,13569.775956000001,0,1,0,9960.0,9170.0,19130.0,13646.0,23606.0,786.0,11052.0
312,Morehouse College,Georgia,55700.0,58.0,26.0,2017,48723.0,36579.641692,1,0,0,13438.0,27574.0,41012.0,27574.0,41012.0,2007.0,2109.0
313,Morningside College,Iowa,44900.0,60.0,6.0,2017,44434.0,22750.556648,0,0,0,9610.0,31530.0,41140.0,31530.0,41140.0,174.0,2823.0
314,Mount Carmel College of Nursing,Ohio,56600.0,78.0,0.0,2017,24782.0,17853.814334000002,0,0,0,5000.0,13907.0,18907.0,13907.0,18907.0,129.0,1084.0
315,Mount Marty College,South-Dakota,41400.0,67.0,5.0,2017,39762.0,20675.992414,0,0,0,7986.0,27276.0,35262.0,27276.0,35262.0,145.0,1236.0
316,Mount Mercy University,Iowa,47200.0,51.0,4.0,2017,44449.0,20699.880677999998,0,0,0,9534.0,31798.0,41332.0,31798.0,41332.0,156.0,1762.0
317,Muhlenberg College,Pennsylvania,53400.0,43.0,20.0,2017,65330.0,25169.440602,0,0,0,11765.0,52595.0,64360.0,52595.0,64360.0,333.0,2440.0
318,Multnomah University,Oregon,40500.0,82.0,0.0,2017,39028.0,25025.20031,0,0,0,8870.0,25900.0,34770.0,25900.0,34770.0,123.0,753.0
319,Murray State University,Kentucky,44800.0,56.0,9.0,2017,23201.0,12280.8076444,0,1,0,9190.0,9084.0,18274.0,24540.0,33730.0,1270.0,11207.0
320,Nazarene Bible College,Colorado,33600.0,53.8780487804878,0.0,2017,26110.0,7362.676845999999,0,0,0,10984.052459016393,14700.0,14700.0,14700.0,14700.0,138.0,762.0
321,Nebraska Wesleyan University,Nebraska,45700.0,60.0,8.0,2017,46544.0,23318.906744,0,0,0,9622.0,34202.0,43824.0,34202.0,43824.0,228.0,2083.0
322,New College of Florida,Florida,47300.0,40.0,4.0,2017,21651.0,11373.0419236,0,1,0,9264.0,6919.0,16183.0,29944.0,39208.0,208.0,834.0
323,New England College,New-Hampshire,45700.0,43.0,24.0,2017,52866.0,27420.816749999998,1,0,0,14222.0,37914.0,52136.0,37914.0,52136.0,638.0,2399.0
324,New England Institute of Technology,Rhode-Island,51700.0,44.0,14.0,2017,43292.5,34215.482428,1,0,0,13065.0,29940.0,43005.0,29940.0,43005.0,517.0,2922.0
325,New Jersey City University,New-Jersey,48700.0,55.0,9.0,2017,29438.5,16419.047889999998,0,1,0,12738.0,12051.0,24789.0,21573.0,34311.0,5024.0,8136.0
326,New Jersey Institute of Technology,New-Jersey,64600.0,51.0,75.0,2017,36148.0,20742.043008,0,1,0,13600.0,17338.0,30938.0,32750.0,46350.0,4825.0,10646.0
327,New Mexico Highlands University,New-Mexico,40400.0,63.0,4.0,2017,19584.0,14817.589484,0,1,0,7872.0,6150.0,14022.0,10302.0,18174.0,2377.0,3546.0
328,New Mexico Institute of Mining and Technology,New-Mexico,64700.0,61.0,91.0,2017,21345.0,13876.254464599999,0,1,0,8510.0,7770.0,16280.0,22268.0,30778.0,762.0,2127.0
329,New York University,New-York,63100.0,42.0,18.0,2017,71790.0,38305.850522,1,0,0,18156.0,51828.0,69984.0,51828.0,69984.0,15342.0,49274.0
330,Newberry College,South-Carolina,41200.0,54.0,14.0,2017,39203.0,19908.343333999997,0,0,0,10666.0,26424.0,37090.0,26424.0,37090.0,375.0,1093.0
331,Newman University,Kansas,48000.0,66.0,11.0,2017,43437.0,14410.700514,0,0,0,8326.0,30724.0,39050.0,30724.0,39050.0,827.0,3687.0
332,Nicholls State University,Louisiana,44500.0,53.0,5.0,2017,22195.0,13428.327314,0,1,0,9938.0,7982.0,17920.0,9075.0,19013.0,1806.0,6292.0
333,North Carolina Wesleyan College,North-Carolina,45300.0,62.0,8.0,2017,42075.0,17920.241926,0,0,0,10800.0,31000.0,41800.0,31000.0,41800.0,994.0,1872.0
334,North Central College,Illinois,50400.0,45.0,9.0,2017,52501.5,23080.198303999998,0,0,0,11019.0,38880.0,49899.0,38880.0,49899.0,544.0,3043.0
335,Northeastern State University,Oklahoma,44500.0,58.0,7.0,2017,18442.0,10924.3619662,0,1,0,7638.0,6650.0,14288.0,14720.0,22358.0,3766.0,8310.0
336,Northeastern University,Massachusetts,62500.0,46.0,40.0,2017,68177.0,22935.98221,0,0,0,16880.0,51387.0,68267.0,51387.0,68267.0,4094.0,19798.0
337,Northern Arizona University,Arizona,49600.0,56.0,12.0,2017,27028.0,15394.475034,0,1,0,10282.0,11564.0,21846.0,25828.0,36110.0,8961.0,27705.0
338,Northern Illinois University,Illinois,53000.0,47.0,20.0,2017,28848.0,19976.473082,0,1,0,10880.0,12262.0,23142.0,12262.0,23142.0,6961.0,20611.0
339,Northern Kentucky University,Kentucky,49000.0,46.0,12.0,2017,24208.0,9812.446356999999,0,1,0,10022.0,10032.0,20054.0,19680.0,29702.0,1865.0,15090.0
340,Northern State University,South-Dakota,42300.0,56.0,7.0,2017,21327.0,15428.571612,0,1,0,8029.0,8498.0,16527.0,11471.0,19500.0,272.0,3531.0
341,Northwest Christian University,Oregon,45200.0,62.0,5.0,2017,40810.0,19073.158012,0,0,0,9300.0,30050.0,39350.0,30050.0,39350.0,133.0,705.0
342,Northwest Missouri State University,Missouri,46900.0,50.0,26.0,2017,19346.0,11877.353505,0,1,0,10016.0,9805.0,19821.0,16457.0,26473.0,790.0,6720.0
343,Northwest Nazarene University,Idaho,46200.0,68.0,7.0,2017,40902.5,19078.768134,0,0,0,7400.0,29300.0,36700.0,29300.0,36700.0,306.0,2249.0
344,Northwestern Oklahoma State University,Oklahoma,42200.0,55.0,11.0,2017,16138.5,9529.6054104,0,1,0,4780.0,7036.0,11816.0,14153.0,18933.0,459.0,2166.0
345,Northwestern University,Illinois,63400.0,46.0,20.0,2017,72980.0,17944.988595199997,0,0,0,16626.0,54567.0,71193.0,54567.0,71193.0,6321.0,21554.0
346,Norwich University,Vermont,57000.0,51.0,20.0,2017,56234.0,21039.283094,0,0,0,13840.0,40016.0,53856.0,40016.0,53856.0,704.0,3672.0
347,Notre Dame of Maryland University,Maryland,48300.0,58.0,3.0,2017,51129.0,9827.103846,0,0,0,11850.0,36900.0,48750.0,36900.0,48750.0,960.0,2764.0
348,Nova Southeastern University,Florida,50200.0,60.0,9.0,2017,53314.0,27544.870523999998,1,0,0,13250.0,30900.0,44150.0,30900.0,44150.0,13498.0,24148.0
349,Oakland University,Michigan,51300.0,49.0,19.0,2017,24165.0,12562.9789088,0,1,0,10100.0,12606.0,22706.0,24230.0,34330.0,3709.0,20519.0
350,Oakwood University,Alabama,43500.0,71.0,16.0,2017,34980.0,26055.135552,0,0,0,9312.0,16720.0,26032.0,16720.0,26032.0,1696.0,1939.0
351,Oberlin College,Ohio,53100.0,47.0,21.0,2017,71284.0,23335.203872000002,0,0,0,16338.0,55054.0,71392.0,55054.0,71392.0,666.0,2978.0
352,Oglethorpe University,Georgia,52400.0,50.0,12.0,2017,54115.0,22391.301966,0,0,0,13200.0,38100.0,51300.0,38100.0,51300.0,390.0,1094.0
353,Ohio Northern University,Ohio,54400.0,49.0,22.0,2017,46118.0,22631.103154,0,0,0,11650.0,32260.0,43910.0,32260.0,43910.0,321.0,3695.0
354,Ohio Wesleyan University,Ohio,51300.0,46.0,21.0,2017,57370.0,24674.800706,0,0,0,12430.0,45760.0,58190.0,45760.0,58190.0,308.0,1734.0
355,Oklahoma Baptist University,Oklahoma,43900.0,62.0,8.0,2017,39840.0,17590.039686,0,0,0,7350.0,28258.0,35608.0,28258.0,35608.0,451.0,1979.0
356,Oklahoma Christian University,Oklahoma,49700.0,57.0,41.0,2017,34915.0,18065.323303999998,0,0,0,8190.0,22760.0,30950.0,22760.0,30950.0,855.0,2475.0
357,Oklahoma City University,Oklahoma,47700.0,58.0,9.0,2017,45408.0,26485.907767999997,0,0,0,8896.0,31026.0,39922.0,31026.0,39922.0,727.0,3035.0
358,Oklahoma Panhandle State University,Oklahoma,42300.0,54.0,10.0,2017,15595.5,10984.105680600002,0,1,0,4695.0,8194.0,12889.0,9133.0,13828.0,440.0,1298.0
359,Oklahoma Wesleyan University,Oklahoma,43300.0,58.0,1.0,2017,39326.0,26932.865878,1,0,0,8644.0,26956.0,35600.0,26956.0,35600.0,344.0,1345.0
360,Old Dominion University,Virginia,50200.0,52.0,19.0,2017,25594.0,16523.42561,0,1,0,11620.0,10872.0,22492.0,29772.0,41392.0,10059.0,24932.0
361,Oral Roberts University,Oklahoma,45900.0,59.0,8.0,2017,41546.5,19607.62169,0,0,0,9450.0,27728.0,37178.0,27728.0,37178.0,1185.0,3481.0
362,Oregon Institute of Technology,Oregon,61200.0,60.0,27.0,2017,24958.5,16944.848171999998,0,1,0,9058.0,9987.0,19045.0,28056.0,37114.0,937.0,4260.0
363,Oregon State University,Oregon,56200.0,53.0,34.0,2017,26216.0,19827.859168,0,1,0,12855.0,11166.0,24021.0,30141.0,42996.0,6320.0,28886.0
364,Ouachita Baptist University,Arkansas,44100.0,58.0,18.0,2017,37900.0,18133.53059,0,0,0,7880.0,26790.0,34670.0,26790.0,34670.0,212.0,1501.0
365,Pacific Lutheran University,Washington,54500.0,53.0,20.0,2017,54800.0,23624.198991999998,0,0,0,10790.0,42066.0,52856.0,42066.0,52856.0,847.0,3242.0
366,Pacific Northwest College of Art,Oregon,46300.0,53.8780487804878,0.0,2017,53316.0,33852.562064,1,0,0,12860.0,38250.0,51110.0,38250.0,51110.0,114.0,519.0
367,Pacific University,Oregon,50200.0,66.0,8.0,2017,57488.0,28296.551767999998,1,0,0,12528.0,44298.0,56826.0,44298.0,56826.0,1200.0,3640.0
368,Park University,Missouri,48500.0,56.0,7.0,2017,22849.0,16403.999276,0,0,0,8200.0,12650.0,20850.0,12650.0,20850.0,4053.0,10792.0
369,Peru State College,Nebraska,42600.0,50.0,6.0,2017,19052.0,13986.863466,0,1,0,8010.0,7452.0,15462.0,7482.0,15492.0,433.0,2499.0
370,Pfeiffer University,North-Carolina,44200.0,51.0,4.0,2017,44032.0,25091.97083,0,0,0,11226.0,30234.0,41460.0,30234.0,41460.0,568.0,1784.0
371,Philander Smith College,Arkansas,34600.0,53.8780487804878,26.0,2017,27217.5,15191.0,0,0,0,8250.0,12414.0,20664.0,12414.0,20664.0,530.0,567.0
372,Pittsburg State University,Kansas,47100.0,51.0,8.0,2017,19591.0,14311.626662,0,1,0,7778.0,7298.0,15076.0,18642.0,26420.0,1088.0,7479.0
373,Plymouth State University,New-Hampshire,47000.0,50.0,6.0,2017,27819.0,21521.949453999998,0,1,0,11100.0,14099.0,25199.0,22769.0,33869.0,397.0,4855.0
374,Pomona College,California,63800.0,47.0,37.0,2017,67225.0,17322.2998344,0,0,0,16716.0,52780.0,69496.0,52780.0,69496.0,682.0,1650.0
375,Portland State University,Oregon,50800.0,48.0,16.0,2017,26642.0,15492.373092,0,1,0,10428.0,9105.0,19533.0,27060.0,37488.0,7428.0,27696.0
376,Presbyterian College,South-Carolina,48800.0,57.0,14.0,2017,51886.0,19679.608814,0,0,0,10480.0,38660.0,49140.0,38660.0,49140.0,300.0,1460.0
377,Prescott College,Arizona,41200.0,69.0,0.0,2017,41103.0,24838.511791999998,0,0,0,7700.0,31485.0,39185.0,31485.0,39185.0,120.0,848.0
378,Princeton University,New-Jersey,75200.0,48.0,48.0,2017,66150.0,12198.4380594,0,0,0,16290.0,49330.0,65620.0,49330.0,65620.0,2625.0,8088.0
379,Providence College,Rhode-Island,58900.0,44.0,11.0,2017,63964.0,30675.349995999997,1,0,0,14700.0,50390.0,65090.0,50390.0,65090.0,652.0,4533.0
380,Queens University of Charlotte,North-Carolina,49400.0,48.0,9.0,2017,47504.0,22252.549666,0,0,0,10860.0,34684.0,45544.0,34684.0,45544.0,596.0,2248.0
381,Quinnipiac University,Connecticut,55900.0,46.0,10.0,2017,64405.0,36953.226588000005,1,0,0,14540.0,47960.0,62500.0,47960.0,62500.0,1614.0,9035.0
382,Radford University,Virginia,48900.0,53.0,10.0,2017,23449.0,17208.747986,0,1,0,9406.0,11210.0,20616.0,22845.0,32251.0,2225.0,9798.0
383,Ramapo College of New Jersey,New-Jersey,51600.0,41.0,12.0,2017,31809.5,20553.127556,0,1,0,12450.0,14374.0,26824.0,23715.0,36165.0,1574.0,6003.0
384,Randolph College,Virginia,47000.0,50.0,23.0,2017,54225.0,26360.7043,0,0,0,13580.0,39585.0,53165.0,39585.0,53165.0,153.0,693.0
385,Reed College,Oregon,56100.0,44.0,26.0,2017,68655.0,27061.089962,1,0,0,14210.0,56340.0,70550.0,56340.0,70550.0,372.0,1394.0
386,Regis University,Colorado,55500.0,58.0,13.0,2017,51202.0,23701.315916,0,0,0,11560.0,36810.0,48370.0,36810.0,48370.0,2653.0,9208.0
387,Rensselaer Polytechnic Institute,New-York,71300.0,49.0,78.0,2017,70132.0,30213.980411999997,1,0,0,15260.0,53880.0,69140.0,53880.0,69140.0,1645.0,6835.0
388,Rhode Island College,Rhode-Island,47200.0,52.0,5.0,2017,23832.0,11854.8564874,0,1,0,11829.0,8929.0,20758.0,21692.0,33521.0,2227.0,8641.0
389,Rhode Island School of Design,Rhode-Island,55500.0,39.0,0.0,2017,67620.0,42019.452298000004,1,0,0,13400.0,50960.0,64360.0,50960.0,64360.0,716.0,2449.0
